3	0.31014032426	0.563044521889	0	3	0	3	0	1.40131558399	0	1.40131558399	0	0	2
5	-0.0423680947568	0.892695320188	1	4	0	4	-0.0423680947568	2.55190585729	0	2.55190585729	0	0	2
4	-0.0650175602214	0.7	1	3	0	3	-0.0650175602214	1.5382710621	0	1.5382710621	0	0	2
7	-0.155692038207	0.31097560648	2	5	0	1	-0.211659940667	0.831038944916	0	0.31097560648	0	0	2
5	-1.36647484148	0.0708608557	4	1	1	0	-1.82255956736	0.0708608557	-1.36647484148	0	0	0	-2
6	-0.155692038207	0.623764143199	2	4	0	2	-0.211659940667	1.43162282912	0	1.18365540923	0	0	2
5	-0.155692038207	0.688105650657	2	3	0	2	-0.211659940667	1.42493310691	0	1.31186979386	0	0	2
5	-0.155692038207	0.778996253057	2	3	0	2	-0.211659940667	1.32915055415	0	1.13357617261	0	0	2
4	-0.155692038207	0.464644629904	2	2	0	1	-0.211659940667	0.57600000259	0	0.464644629904	0	0	2
3	-0.155692038207	1.04239025585	2	1	0	1	-0.211659940667	1.04239025585	0	1.04239025585	0	0	2
6	-0.155692038207	0.582795797063	2	4	0	3	-0.211659940667	1.46756947089	0	1.26999179525	0	0	2
5	-0.451238701822	0.20167293714	4	1	3	0	-1.53630099401	0.20167293714	-1.32747663885	0	0	0	-2
2	0.247004392946	0.716413458768	0	2	0	1	0	0.963417851714	0	0.716413458768	0	0	2
1	-0.0423680947568	-0.0423680947568	1	0	0	0	-0.0423680947568	0	0	0	0	0	2
2	0.197577675632	0.735138682996	0	2	0	1	0	0.932716358628	0	0.735138682996	0	0	2
6	-0.158379377803	0.415697963239	1	5	0	1	-0.158379377803	0.857794370433	0	0.415697963239	0	0	3
6	-0.291850748858	0.119163717273	3	3	1	0	-0.399236403836	0.197209899237	-0.291850748858	0	0	0	2
3	0.197577675632	0.454400317212	0	3	0	2	0	0.962118317104	0	0.764540641472	0	0	1
3	-0.977285307205	0.31014032426	1	2	1	1	-0.977285307205	0.507717999892	-0.977285307205	0.31014032426	0	0	-2
5	-0.339990019188	0.31014032426	1	4	1	2	-0.339990019188	0.968002771339	-0.339990019188	0.611200898787	0	0	-2
5	-0.473741824605	0.31014032426	3	2	2	1	-0.902191350861	0.330219696724	-0.746499312654	0.31014032426	0	0	-3
6	0.00139685673013	0.322674682001	0	6	0	1	0	0.846495034493	0	0.322674682001	0	0	1
3	0.113063313055	0.735138682996	0	3	0	2	0	1.15834232031	0	1.04527900726	0	0	2
4	-0.473741824605	0.31014032426	3	1	2	1	-0.778454744655	0.31014032426	-0.746499312654	0.31014032426	0	0	-3
3	-0.0423680947568	1.2393533123	1	2	0	1	-0.0423680947568	1.36196985617	0	1.2393533123	0	0	2
4	0.17559308976	0.735138682996	0	4	0	2	0	1.49444487205	0	1.12127410666	0	0	2
5	0.195574381543	0.81907877633	0	5	0	4	0	2.00589347298	0	1.81031909143	0	0	2
4	0.301060574527	0.805861022352	0	4	0	4	0	1.97422391722	0	1.97422391722	0	0	2
4	-0.0319554320005	0.386135423664	1	3	0	1	-0.0319554320005	0.527786983526	0	0.386135423664	0	0	2
4	-0.122244895412	0.914156440666	1	3	0	2	-0.122244895412	1.24202403947	0	1.22429676493	0	0	2
1	0.31014032426	0.31014032426	0	1	0	1	0	0.31014032426	0	0.31014032426	0	0	-2
5	0.17559308976	0.382033131691	0	5	0	4	0	1.40320563883	0	1.22761254907	0	0	2
4	0.27422569481	0.867716460208	0	4	0	4	0	2.24639329164	0	2.24639329164	0	0	2
3	0.278846153846	0.842628724129	0	3	0	3	0	1.67863687406	0	1.67863687406	0	0	2
4	0.107127022275	0.90758067288	0	4	0	2	0	1.43791133247	0	1.21772099714	0	0	2
7	-0.216647072398	0.31014032426	1	6	0	1	-0.216647072398	0.899571369164	0	0.31014032426	0	0	2
4	-0.223658257257	1.10749329478	1	3	0	3	-0.223658257257	1.74006137009	0	1.74006137009	0	0	1
5	0.121572187398	0.623764143199	0	5	0	4	0	1.91210534796	0	1.79053316056	0	0	2
